ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
210384_at	1	0.77382148	-0.291423	-4.67	-0.138695	PRMT2	protein arginine methyltransferase 2
215033_at	1	0.77383935	0.2914	-4.67	0.1294752	TM4SF1	transmembrane 4 L six family member 1
221777_at	1	0.77384782	-0.291389	-4.67	-0.161487	RITA1	RBPJ interacting and tubulin associated 1
218517_at	1	0.77393556	-0.291272	-4.67	-0.0577473	JADE1	jade family PHD finger 1
218156_s_at	1	0.77396038	-0.291239	-4.67	-0.0631331	TSR1	TSR1, ribosome maturation factor
208187_s_at	1	0.773962	0.291237	-4.67	0.1191938		
218621_at	1	0.77396559	-0.291232	-4.67	-0.1001486	HEMK1	HemK methyltransferase family member 1
201291_s_at	1	0.77399947	0.291187	-4.67	0.1872019	TOP2A	topoisomerase (DNA) II alpha
205285_s_at	1	0.77404208	-0.291131	-4.67	-0.0888916	FYB	FYN binding protein
219124_at	1	0.77404561	0.291126	-4.67	0.0512291	TTI2	TELO2 interacting protein 2
214746_s_at	1	0.77405161	-0.291118	-4.67	-0.0917945	ZNF467	zinc finger protein 467
200658_s_at	1	0.77412591	0.291019	-4.67	0.0678203	PHB	prohibitin
203042_at	1	0.77414352	-0.290996	-4.67	-0.0532794	LAMP2	lysosomal associated membrane protein 2
204869_at	1	0.77418859	0.290936	-4.67	0.0998255	PCSK2	proprotein convertase subtilisin/kexin type 2
202265_at	1	0.77419129	0.290933	-4.67	0.0584987	COMMD3-BMI1///BMI1	COMMD3-BMI1 readthrough///BMI1 proto-oncogene, polycomb ring finger
205148_s_at	1	0.7742768	-0.290819	-4.67	-0.1793171	CLCN4	chloride voltage-gated channel 4
216085_at	1	0.77428533	0.290808	-4.67	0.1060167	OBSCN///DKFZP434C153	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF///DKFZP434C153 protein
208609_s_at	1	0.7743211	0.29076	-4.67	0.1048955	TNXB///TNXA	tenascin XB///tenascin XA (pseudogene)
204673_at	1	0.77432496	-0.290755	-4.67	-0.1032714	MUC2	mucin 2, oligomeric mucus/gel-forming
203890_s_at	1	0.77442401	0.290624	-4.67	0.0683717	MIR637///DAPK3	microRNA 637///death associated protein kinase 3
210507_s_at	1	0.77452315	0.290492	-4.67	0.1557689	AVIL	advillin
40465_at	1	0.77455446	0.290451	-4.67	0.0464936	DDX23	DEAD-box helicase 23
218413_s_at	1	0.77459351	-0.290399	-4.67	-0.1380408	ZNF639	zinc finger protein 639
216617_s_at	1	0.7746494	0.290325	-4.67	0.2752279	MAG	myelin associated glycoprotein
212006_at	1	0.77467545	-0.29029	-4.67	-0.0432689	UBXN4	UBX domain protein 4
205733_at	1	0.77468542	0.290277	-4.67	0.0444121	BLM	Bloom syndrome RecQ like helicase
216311_at	1	0.77468923	-0.290272	-4.67	-0.0822769	OVOL3	ovo like zinc finger 3
202000_at	1	0.77471414	0.290239	-4.67	0.0407172	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6
215408_at	1	0.77479049	0.290137	-4.67	0.1375772		
207035_at	1	0.77481717	0.290102	-4.67	0.0808352	SLC30A3	solute carrier family 30 member 3
209718_at	1	0.77482512	-0.290092	-4.67	-0.0816847	NCAPH2	non-SMC condensin II complex subunit H2
202060_at	1	0.77482946	-0.290086	-4.67	-0.0487096	CTR9	CTR9 homolog, Paf1/RNA polymerase II complex component
217883_at	1	0.77486084	-0.290044	-4.67	-0.0338788	MMADHC	methylmalonic aciduria and homocystinuria, cblD type
221962_s_at	1	0.77490991	-0.289979	-4.67	-0.0701207	UBE2H	ubiquitin conjugating enzyme E2 H
207998_s_at	1	0.77503076	-0.289819	-4.67	-0.1293538	CACNA1D	calcium voltage-gated channel subunit alpha1 D
209084_s_at	1	0.77505423	0.289788	-4.67	0.0508697	RAB28	RAB28, member RAS oncogene family
220465_at	1	0.77521415	-0.289575	-4.67	-0.1001207	CEBPA-AS1	CEBPA antisense RNA 1 (head to head)
218763_at	1	0.77526466	-0.289508	-4.67	-0.0582023	STX18	syntaxin 18
213955_at	1	0.77533748	-0.289412	-4.67	-0.1076437	MYOZ3	myozenin 3
48612_at	1	0.7753713	0.289367	-4.67	0.0477879	N4BP1	NEDD4 binding protein 1
214408_s_at	1	0.7753967	-0.289333	-4.67	-0.1148059	RFPL1S///RFPL3S	RFPL1 antisense RNA 1///RFPL3 antisense
216464_x_at	1	0.77541399	0.28931	-4.67	0.1707367	PTGDR2	prostaglandin D2 receptor 2
212257_s_at	1	0.77543525	0.289282	-4.67	0.062075	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
209064_x_at	1	0.77546927	-0.289237	-4.67	-0.044263	PAIP1	poly(A) binding protein interacting protein 1
222125_s_at	1	0.77561018	-0.28905	-4.67	-0.0384896	P4HTM	prolyl 4-hydroxylase, transmembrane
212841_s_at	1	0.77563346	-0.289019	-4.67	-0.1823836	PPFIBP2	PPFIA binding protein 2
205303_at	1	0.77563867	-0.289012	-4.67	-0.1698745	KCNJ8	potassium voltage-gated channel subfamily J member 8
221413_at	1	0.77565101	-0.288996	-4.67	-0.1211161	KCNAB3	potassium voltage-gated channel subfamily A regulatory beta subunit 3
222083_at	1	0.7756601	0.288984	-4.67	0.0733914	GLYAT	glycine-N-acyltransferase
218168_s_at	1	0.775683	-0.288953	-4.67	-0.0379804	COQ8A	coenzyme Q8A
216758_at	1	0.77575875	0.288853	-4.67	0.2719159		
210492_at	1	0.77578898	-0.288813	-4.67	-0.1918045	MFAP3L	microfibrillar associated protein 3 like
215516_at	1	0.77593273	-0.288622	-4.67	-0.1677247	LAMB4	laminin subunit beta 4
205906_at	1	0.77600965	0.28852	-4.67	0.1002849	FOXJ1	forkhead box J1
205006_s_at	1	0.77606181	-0.288451	-4.67	-0.0563366	NMT2	N-myristoyltransferase 2
215979_s_at	1	0.77607633	0.288432	-4.67	0.209776	SLC7A1	solute carrier family 7 member 1
212438_at	1	0.77612303	0.28837	-4.67	0.0616598	SNRNP27	small nuclear ribonucleoprotein U4/U6.U5 subunit 27
220738_s_at	1	0.77612997	0.288361	-4.67	0.139694	RPS6KA6	ribosomal protein S6 kinase A6
214304_x_at	1	0.77615106	0.288333	-4.67	0.1097791		
200911_s_at	1	0.77616505	-0.288314	-4.67	-0.0352598	TACC1	transforming acidic coiled-coil containing protein 1
212245_at	1	0.77616725	0.288311	-4.67	0.0419303	MCFD2	multiple coagulation factor deficiency 2
216306_x_at	1	0.7762389	0.288216	-4.67	0.0396158	MIR4745///PTBP1	microRNA 4745///polypyrimidine tract binding protein 1
209314_s_at	1	0.77625265	-0.288198	-4.67	-0.0835434	HBS1L	HBS1 like translational GTPase
208962_s_at	1	0.77635464	-0.288063	-4.67	-0.1114856	MIR1908///FADS1	microRNA 1908///fatty acid desaturase 1
214341_at	1	0.77639753	-0.288006	-4.67	-0.1996989	AP1G2	adaptor related protein complex 1 gamma 2 subunit
207924_x_at	1	0.7764052	-0.287996	-4.67	-0.0947817	PAX8	paired box 8
215500_at	1	0.77641122	-0.287988	-4.67	-0.1448972	SNX29	sorting nexin 29
219519_s_at	1	0.776446	0.287941	-4.67	0.0923357	SIGLEC1	sialic acid binding Ig like lectin 1
221698_s_at	1	0.77650504	-0.287863	-4.67	-0.1343607	CLEC7A	C-type lectin domain family 7 member A
207778_at	1	0.77650902	0.287858	-4.67	0.0753801	REG1CP	regenerating family member 1 gamma, pseudogene
218888_s_at	1	0.77656875	0.287779	-4.67	0.0635563	NETO2	neuropilin and tolloid like 2
211685_s_at	1	0.77661601	0.287716	-4.67	0.0548007	NCALD	neurocalcin delta
204379_s_at	1	0.77662525	0.287704	-4.67	0.0822576	FGFR3	fibroblast growth factor receptor 3
211677_x_at	1	0.77667915	-0.287632	-4.67	-0.1926757	CADM3	cell adhesion molecule 3
217350_at	1	0.77674857	0.28754	-4.67	0.1468763	MIR492///KRT19P2	microRNA 492///keratin 19 pseudogene 2
210225_x_at	1	0.77675369	-0.287534	-4.67	-0.2082496	LILRB3	leukocyte immunoglobulin like receptor B3
217803_at	1	0.77677802	0.287501	-4.67	0.0405171	GOLPH3	golgi phosphoprotein 3
213122_at	1	0.77677987	0.287499	-4.67	0.0630952	TSPYL5	TSPY like 5
216117_at	1	0.77685218	-0.287403	-4.67	-0.1105687	EXOSC2	exosome component 2
215196_at	1	0.77685745	0.287396	-4.67	0.1348693	GUSBP11	glucuronidase, beta pseudogene 11
214911_s_at	1	0.7768973	-0.287343	-4.67	-0.0681715	BRD2	bromodomain containing 2
201717_at	1	0.77691575	-0.287319	-4.67	-0.035701	MRPL49	mitochondrial ribosomal protein L49
213697_at	1	0.77692722	0.287303	-4.67	0.0772475	HIPK3	homeodomain interacting protein kinase 3
205424_at	1	0.77714772	0.287011	-4.67	0.1164985	TBKBP1	TBK1 binding protein 1
219189_at	1	0.7771612	-0.286993	-4.67	-0.1678337	FBXL6	F-box and leucine rich repeat protein 6
209249_s_at	1	0.77717131	0.28698	-4.67	0.0367706	GHITM	growth hormone inducible transmembrane protein
213116_at	1	0.77717371	0.286977	-4.67	0.0847125	NEK3	NIMA related kinase 3
219807_x_at	1	0.77720732	0.286932	-4.67	0.2141346	MIA-RAB4B///RAB4B	MIA-RAB4B readthrough (NMD candidate)///RAB4B, member RAS oncogene family
200044_at	1	0.77720842	0.286931	-4.67	0.0338591	GATC///SRSF9	glutamyl-tRNA amidotransferase subunit C///serine and arginine rich splicing factor 9
214105_at	1	0.77735536	0.286736	-4.67	0.1933233	SOCS3	suppressor of cytokine signaling 3
200092_s_at	1	0.77737033	-0.286716	-4.67	-0.0430542	RPL37	ribosomal protein L37
205381_at	1	0.77742998	-0.286637	-4.67	-0.065769	LRRC17	leucine rich repeat containing 17
202475_at	1	0.77744529	-0.286617	-4.67	-0.0469135	TMEM147	transmembrane protein 147
206890_at	1	0.77753892	-0.286493	-4.67	-0.136398	IL12RB1	interleukin 12 receptor subunit beta 1
219125_s_at	1	0.77756792	-0.286454	-4.67	-0.0713778	SLC50A1	solute carrier family 50 member 1
208564_at	1	0.77757707	-0.286442	-4.67	-0.159069	KCNA2	potassium voltage-gated channel subfamily A member 2
206097_at	1	0.77758455	-0.286432	-4.67	-0.1196202	SLC22A18AS	solute carrier family 22 member 18 antisense
210272_at	1	0.77758987	0.286425	-4.67	0.1915098	CYP2B7P	cytochrome P450 family 2 subfamily B member 7, pseudogene
204841_s_at	1	0.77779056	0.286159	-4.67	0.0783446	EEA1	early endosome antigen 1
214646_at	1	0.77782199	0.286117	-4.67	0.1592158	HIST1H3F///HIST1H3B///HIST1H3H///HIST1H3J///HIST1H3G///HIST1H3I///HIST1H3E///HIST1H3C///HIST1H3D///HIST1H3A	histone cluster 1, H3f///histone cluster 1, H3b///histone cluster 1, H3h///histone cluster 1, H3j///histone cluster 1, H3g///histone cluster 1, H3i///histone cluster 1, H3e///histone cluster 1, H3c///histone cluster 1, H3d///histone cluster 1, H3a
221244_s_at	1	0.77783234	-0.286104	-4.67	-0.1170161	PDPK1	3-phosphoinositide dependent protein kinase 1
218239_s_at	1	0.77784687	-0.286084	-4.67	-0.0562293	GTPBP4	GTP binding protein 4
208638_at	1	0.77788185	0.286038	-4.67	0.0457627	PDIA6	protein disulfide isomerase family A member 6
217337_at	1	0.77791068	0.286	-4.67	0.1871657		
212768_s_at	1	0.77797819	0.28591	-4.67	0.2702998	OLFM4	olfactomedin 4
205003_at	1	0.77799333	-0.28589	-4.67	-0.1021075	DOCK4	dedicator of cytokinesis 4
215568_x_at	1	0.77800431	0.285876	-4.67	0.0669478	LYPLA2	lysophospholipase II
220049_s_at	1	0.77802012	-0.285855	-4.67	-0.1222036	PDCD1LG2	programmed cell death 1 ligand 2
210809_s_at	1	0.77803391	-0.285837	-4.67	-0.0950643	POSTN	periostin
200653_s_at	1	0.77806782	0.285792	-4.67	0.0478462	CALM3///CALM2///CALM1	calmodulin 3///calmodulin 2///calmodulin 1
220111_s_at	1	0.7780715	-0.285787	-4.67	-0.147166	ANO2	anoctamin 2
210353_s_at	1	0.77814957	0.285683	-4.67	0.0820465	SLC6A2	solute carrier family 6 member 2
214816_x_at	1	0.7781921	0.285627	-4.67	0.0850361	FAAP24	Fanconi anemia core complex associated protein 24
219105_x_at	1	0.7782078	-0.285606	-4.67	-0.0860402	ORC6	origin recognition complex subunit 6
212599_at	1	0.77825612	-0.285542	-4.67	-0.0966264	AUTS2	autism susceptibility candidate 2
211006_s_at	1	0.77832031	-0.285457	-4.67	-0.1384446	KCNB1	potassium voltage-gated channel subfamily B member 1
215114_at	1	0.77833211	0.285441	-4.67	0.0912445	SENP3	SUMO1/sentrin/SMT3 specific peptidase 3
218742_at	1	0.77836273	0.285401	-4.67	0.1086624	NARFL	nuclear prelamin A recognition factor like
221186_at	1	0.77838818	-0.285367	-4.67	-0.1685105	LOC100131532	uncharacterized LOC100131532
206760_s_at	1	0.7784706	-0.285258	-4.67	-0.1607726	FCER2	Fc fragment of IgE receptor II
218477_at	1	0.77854903	0.285154	-4.67	0.0525537	TMEM14A	transmembrane protein 14A
217164_at	1	0.77861344	-0.285069	-4.67	-0.0918391		
201467_s_at	1	0.77862166	-0.285058	-4.67	-0.0880416	NQO1	NAD(P)H quinone dehydrogenase 1
214243_s_at	1	0.77872219	-0.284925	-4.67	-0.0967788	SERHL2///SERHL	serine hydrolase-like 2///serine hydrolase-like (pseudogene)
202021_x_at	1	0.77873032	-0.284914	-4.67	-0.0458517	EIF1	eukaryotic translation initiation factor 1
211965_at	1	0.7787609	-0.284873	-4.67	-0.0906684	ZFP36L1	ZFP36 ring finger protein like 1
216279_at	1	0.77876221	-0.284872	-4.67	-0.0813471	ZNF460	zinc finger protein 460
213107_at	1	0.77878247	-0.284845	-4.67	-0.0771027	TNIK	TRAF2 and NCK interacting kinase
212494_at	1	0.77879623	0.284827	-4.67	0.1840033	TNS2	tensin 2
205654_at	1	0.77887077	-0.284728	-4.67	-0.1192687	C4BPA	complement component 4 binding protein alpha
217956_s_at	1	0.77897824	-0.284585	-4.67	-0.0392016	ENOPH1	enolase-phosphatase 1
209179_s_at	1	0.77901451	0.284537	-4.67	0.0996494	MBOAT7	membrane bound O-acyltransferase domain containing 7
208038_at	1	0.77904677	-0.284495	-4.67	-0.206663	IL1RL2	interleukin 1 receptor like 2
215894_at	1	0.77905301	-0.284486	-4.67	-0.0869644	PTGDR	prostaglandin D2 receptor
219469_at	1	0.7790956	0.28443	-4.67	0.073703	DYNC2H1	dynein cytoplasmic 2 heavy chain 1
221552_at	1	0.77910659	-0.284415	-4.67	-0.0995596	ABHD6	abhydrolase domain containing 6
216506_x_at	1	0.77920729	-0.284282	-4.67	-0.119123	MLLT10	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10
204392_at	1	0.77925506	-0.284219	-4.67	-0.056436	CAMK1	calcium/calmodulin dependent protein kinase I
215362_at	1	0.77930978	-0.284146	-4.67	-0.0748186		
205357_s_at	1	0.77932482	0.284126	-4.67	0.0906838	AGTR1	angiotensin II receptor type 1
214271_x_at	1	0.77935182	-0.284091	-4.67	-0.045802	RPL12	ribosomal protein L12
214477_at	1	0.77935615	0.284085	-4.67	0.126441	MLLT1	MLLT1, super elongation complex subunit
206460_at	1	0.77949248	-0.283904	-4.67	-0.105758	AJAP1	adherens junctions associated protein 1
203721_s_at	1	0.77956804	-0.283804	-4.67	-0.0339893	UTP18	UTP18, small subunit processome component
211200_s_at	1	0.77965757	-0.283686	-4.67	-0.2409461	EFCAB2	EF-hand calcium binding domain 2
205085_at	1	0.77966488	-0.283676	-4.67	-0.0786894	ORC1	origin recognition complex subunit 1
205631_at	1	0.77968825	-0.283645	-4.67	-0.0457801	KIAA0586	KIAA0586
200845_s_at	1	0.77983765	-0.283447	-4.67	-0.0603409	PRDX6	peroxiredoxin 6
205584_at	1	0.77986671	-0.283409	-4.67	-0.101723	ALG13	ALG13, UDP-N-acetylglucosaminyltransferase subunit
209737_at	1	0.7799275	0.283328	-4.67	0.1251834	MAGI2	membrane associated guanylate kinase, WW and PDZ domain containing 2
207944_at	1	0.77992899	0.283326	-4.67	0.1439247	OCM2	oncomodulin 2
221844_x_at	1	0.77996805	0.283274	-4.67	0.0327529	SPCS3	signal peptidase complex subunit 3
211063_s_at	1	0.7799851	0.283252	-4.67	0.0425856	NCK1	NCK adaptor protein 1
215957_at	1	0.78000039	-0.283232	-4.67	-0.1375779	UBE2D1	ubiquitin conjugating enzyme E2 D1
207752_x_at	1	0.78002982	0.283193	-4.67	0.1921305	PRB1	proline rich protein BstNI subfamily 1
214101_s_at	1	0.78009026	0.283113	-4.67	0.0686683	NPEPPS	aminopeptidase puromycin sensitive
204130_at	1	0.78015058	0.283033	-4.67	0.1146349	HSD11B2	hydroxysteroid 11-beta dehydrogenase 2
204258_at	1	0.78017465	-0.283001	-4.67	-0.0557041	CHD1	chromodomain helicase DNA binding protein 1
216669_at	1	0.78017922	-0.282995	-4.67	-0.0944402	PDSS2	prenyl (decaprenyl) diphosphate synthase, subunit 2
202156_s_at	1	0.78027412	0.282869	-4.67	0.0529029	CELF2	CUGBP, Elav-like family member 2
1316_at	1	0.78030185	-0.282833	-4.67	-0.0560429	THRA	thyroid hormone receptor, alpha
212708_at	1	0.78030873	-0.282823	-4.67	-0.078032	MSL1	male specific lethal 1 homolog
211925_s_at	1	0.78032717	0.282799	-4.67	0.149757	PLCB1	phospholipase C beta 1
202839_s_at	1	0.78045733	-0.282627	-4.67	-0.0604694	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7
219060_at	1	0.78052082	-0.282543	-4.67	-0.0426981	WDYHV1	WDYHV motif containing 1
204755_x_at	1	0.78057375	0.282473	-4.67	0.1100246	HLF	HLF, PAR bZIP transcription factor
204496_at	1	0.78071351	0.282288	-4.67	0.0763558	STRN3	striatin 3
222241_at	1	0.78076224	-0.282223	-4.67	-0.1288158	MVB12B	multivesicular body subunit 12B
210887_s_at	1	0.78077645	0.282204	-4.67	0.1149282	EVC	EvC ciliary complex subunit 1
208322_s_at	1	0.78081854	0.282148	-4.67	0.0655645	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1
216084_at	1	0.78094071	-0.281987	-4.67	-0.2535459	FAM205BP	transmembrane protein C9orf144B pseudogene
201679_at	1	0.78094193	-0.281985	-4.67	-0.1230202	SRRT	serrate, RNA effector molecule
211324_s_at	1	0.78094613	-0.28198	-4.67	-0.1742605	RGPD6///RGPD8///RGPD3///RGPD4///RGPD5	RANBP2-like and GRIP domain containing 6///RANBP2-like and GRIP domain containing 8///RANBP2-like and GRIP domain containing 3///RANBP2-like and GRIP domain containing 4///RANBP2-like and GRIP domain containing 5
204126_s_at	1	0.78094797	-0.281977	-4.67	-0.1627836	CDC45	cell division cycle 45
207963_at	1	0.78096999	-0.281948	-4.67	-0.1719515	KIF25-AS1	KIF25 antisense RNA 1
201650_at	1	0.78097811	0.281937	-4.67	0.0873317	KRT19	keratin 19
212691_at	1	0.78098073	-0.281934	-4.67	-0.1218119	NUP188	nucleoporin 188
200842_s_at	1	0.78098842	0.281924	-4.67	0.0585119	EPRS	glutamyl-prolyl-tRNA synthetase
218915_at	1	0.78101011	0.281895	-4.67	0.040894	NF2	neurofibromin 2
203303_at	1	0.78103228	0.281866	-4.67	0.0419159	DYNLT3	dynein light chain Tctex-type 3
65517_at	1	0.78107294	-0.281812	-4.67	-0.1285996	AP1M2	adaptor related protein complex 1 mu 2 subunit
217918_at	1	0.78110355	-0.281771	-4.67	-0.0473702	DYNLRB1	dynein light chain roadblock-type 1
215834_x_at	1	0.78113474	-0.28173	-4.67	-0.1399639	SCARB1	scavenger receptor class B member 1
221863_at	1	0.7812602	0.281564	-4.67	0.1185906	MIER2	MIER family member 2
217753_s_at	1	0.78127666	-0.281542	-4.67	-0.1326262	LOC101929876///LOC100996747///RPS26P11///RPS26	40S ribosomal protein S26///40S ribosomal protein S26///ribosomal protein S26 pseudogene 11///ribosomal protein S26
210247_at	1	0.78128632	-0.281529	-4.67	-0.0723094	SYN2	synapsin II
205330_at	1	0.78131597	-0.28149	-4.67	-0.1614146	MN1	MN1 proto-oncogene, transcriptional regulator
81737_at	1	0.78141962	0.281353	-4.67	0.1447925	LOC100505915	uncharacterized LOC100505915
211769_x_at	1	0.7814602	0.281299	-4.67	0.0619568	SERINC3	serine incorporator 3
204453_at	1	0.78155056	-0.28118	-4.67	-0.0503516	ZNF84	zinc finger protein 84
216166_at	1	0.78157657	0.281145	-4.67	0.0621464		
210303_at	1	0.78160946	-0.281102	-4.67	-0.2112357	MAB21L2	mab-21 like 2
202689_at	1	0.78176865	-0.280891	-4.67	-0.0506719	RBM15B	RNA binding motif protein 15B
218445_at	1	0.78179052	0.280862	-4.67	0.1850054	H2AFY2	H2A histone family member Y2
207992_s_at	1	0.78181462	-0.28083	-4.67	-0.0385204	AMPD3	adenosine monophosphate deaminase 3
218973_at	1	0.78195394	0.280646	-4.67	0.0402519	EFL1	elongation factor like GTPase 1
220897_at	1	0.78206785	-0.280495	-4.67	-0.080436		
218782_s_at	1	0.78216823	0.280362	-4.67	0.0893161	ATAD2	ATPase family, AAA domain containing 2
203682_s_at	1	0.7822131	0.280303	-4.67	0.0889681	IVD	isovaleryl-CoA dehydrogenase
209277_at	1	0.78230649	-0.280179	-4.67	-0.1168199	TFPI2	tissue factor pathway inhibitor 2
206340_at	1	0.78239584	0.280061	-4.67	0.1377089	NR1H4	nuclear receptor subfamily 1 group H member 4
201931_at	1	0.78239735	0.280059	-4.67	0.0406054	ETFA	electron transfer flavoprotein alpha subunit
212434_at	1	0.7824088	-0.280044	-4.67	-0.0411358	GRPEL1	GrpE like 1, mitochondrial
206978_at	1	0.7824701	-0.279963	-4.67	-0.0663307	CCR2	C-C motif chemokine receptor 2
213823_at	1	0.7824943	-0.279931	-4.67	-0.1129847	HOXA11	homeobox A11
219678_x_at	1	0.78260003	-0.279791	-4.67	-0.045985	DCLRE1C	DNA cross-link repair 1C
207760_s_at	1	0.78260217	-0.279788	-4.67	-0.054639	NCOR2	nuclear receptor corepressor 2
216889_s_at	1	0.78261983	-0.279765	-4.67	-0.1571114	HNF4A	hepatocyte nuclear factor 4 alpha
206672_at	1	0.78266975	0.279699	-4.67	0.0590353	AQP2	aquaporin 2
201032_at	1	0.78270897	-0.279647	-4.67	-0.0470319	BLCAP	bladder cancer associated protein
207225_at	1	0.78274274	0.279602	-4.67	0.1150917	AANAT	aralkylamine N-acetyltransferase
217472_at	1	0.78281394	0.279508	-4.67	0.1344029		
219623_at	1	0.78288284	-0.279417	-4.67	-0.0400169	ACTR5	ARP5 actin-related protein 5 homolog
203762_s_at	1	0.78288567	-0.279413	-4.67	-0.2126684	DYNC2LI1	dynein cytoplasmic 2 light intermediate chain 1
214170_x_at	1	0.78290892	0.279383	-4.67	0.0537307	FH	fumarate hydratase
218374_s_at	1	0.78295652	0.27932	-4.67	0.0476302	C12orf4	chromosome 12 open reading frame 4
209706_at	1	0.78297349	0.279297	-4.67	0.1003249	NKX3-1	NK3 homeobox 1
202752_x_at	1	0.78305939	0.279184	-4.67	0.0820329	SLC7A8	solute carrier family 7 member 8
219286_s_at	1	0.78313947	-0.279078	-4.67	-0.0372825	RBM15	RNA binding motif protein 15
221553_at	1	0.78318327	0.27902	-4.67	0.0692974	MAGT1	magnesium transporter 1
203440_at	1	0.78323222	0.278955	-4.67	0.1765571	CDH2	cadherin 2
212762_s_at	1	0.78329068	0.278878	-4.67	0.0526668	TCF7L2	transcription factor 7 like 2
215466_at	1	0.78333068	0.278825	-4.67	0.0866297		
202019_s_at	1	0.78335394	-0.278794	-4.67	-0.0509879	LANCL1	LanC like 1
204076_at	1	0.7833808	-0.278758	-4.67	-0.0386268	ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4
38069_at	1	0.78339336	-0.278742	-4.67	-0.0564256	CLCN7	chloride voltage-gated channel 7
207659_s_at	1	0.78344614	0.278672	-4.67	0.0992423	MOBP	myelin-associated oligodendrocyte basic protein
213597_s_at	1	0.78346482	0.278647	-4.67	0.1672601	CTDSPL	CTD small phosphatase like
203204_s_at	1	0.7834756	0.278633	-4.67	0.0527592	KDM4A	lysine demethylase 4A
215503_at	1	0.78348041	0.278627	-4.67	0.1172045	SPINT3	serine peptidase inhibitor, Kunitz type 3
218582_at	1	0.78351498	-0.278581	-4.67	-0.0406351	MARCH5	membrane associated ring-CH-type finger 5
